128761,512,512,512,894.56
132877,512,512,512,949.674
142349,512,512,512,933.117
122501,512,512,512,924.259
657561,2048,512,512,1015.86
587093,512,2048,512,1021.91
158760,512,512,512,973.766
161312,512,512,512,968.983
154701,512,512,512,971.345
163812,512,512,512,970.705
138452,512,512,512,960.22
140197,512,512,512,955.57
139415,512,512,512,958.008
130440,512,512,512,947.281
615379,2048,512,512,1011.6
552458,512,2048,512,1021.69
122396,512,512,512,927.481
163814,512,512,512,971.986
119017,512,512,512,929.231
156550,512,512,512,968.819
130692,512,512,512,945.224
144385,512,512,512,958.555
131820,512,512,512,951.464
133155,512,512,512,951.602
629035,2048,512,512,1012.77
550086,512,2048,512,1024.66
129969,512,512,512,947.786
164324,512,512,512,972.856
131426,512,512,512,950.698
157607,512,512,512,967.467
132401,512,512,512,951.133
158040,512,512,512,967.136
136023,512,512,512,950.263
146596,512,512,512,964.019
640824,2048,512,512,1014.21
560424,512,2048,512,1021.67
133334,512,512,512,960.03
165516,512,512,512,972.764
134172,512,512,512,955.526
161231,512,512,512,972.846
128782,512,512,512,948.456
171580,512,512,512,974.421
135490,512,512,512,955.455
157572,512,512,512,970.092
655737,2048,512,512,1015.99
588044,512,2048,512,1022.78
125661,512,512,512,932.004
154825,512,512,512,968.826
127452,512,512,512,935.994
153730,512,512,512,954.522
129316,512,512,512,950.126
176891,512,512,512,976.477
141501,512,512,512,960.254
161782,512,512,512,969.702
673253,2048,512,512,1016.81
611291,512,2048,512,1024.72
102691,512,512,512,920.266
136832,512,512,512,956.215
105460,512,512,512,936.125
134494,512,512,512,952.361
546132,2048,512,512,1002.28
478771,512,2048,512,1013.41
126309,512,512,512,930.663
127433,512,512,512,941.209
124950,512,512,512,928.287
136926,512,512,512,948.586
512834,2048,512,512,998.142
430911,512,2048,512,1007.79
89535,512,512,512,890.793
142150,512,512,512,953.775
83912,512,512,512,882.62
126151,512,512,512,934.279
526135,2048,512,512,1000.44
434134,512,2048,512,1007.85
100634,512,512,512,904.545
132334,512,512,512,952.013
96583,512,512,512,901.384
120956,512,512,512,922.312
527460,2048,512,512,1001.43
428269,512,2048,512,1008.33
103808,512,512,512,919.214
127274,512,512,512,944.98
102659,512,512,512,916.34
119034,512,512,512,933.346
529427,2048,512,512,1001.19
424951,512,2048,512,1006.37
117377,512,512,512,930.002
122898,512,512,512,939.215
114955,512,512,512,926.685
118573,512,512,512,940.48
504860,2048,512,512,996.289
400093,512,2048,512,979.979
115234,512,512,512,930.801
120376,512,512,512,944.086
114692,512,512,512,941.538
119087,512,512,512,936.912
7941902,33288,512,512,1233.44
82388,512,512,512,1151.15
95040,512,512,512,1205.62
95047,512,512,512,1189.11
81972,512,512,512,1171.93
559163,2048,512,512,1310.73
479025,512,2048,512,1349.97
123005,512,512,512,1263.67
134139,512,512,512,1300.43
117970,512,512,512,1262.29
136606,512,512,512,1305.28
108827,512,512,512,1235.88
113602,512,512,512,1270.57
110167,512,512,512,887.945
103331,512,512,512,906.37
500782,2048,512,512,998.856
433174,512,2048,512,1014.43
83660,512,512,512,878.684
139159,512,512,512,959.242
79680,512,512,512,874.262
128804,512,512,512,940.774
93269,512,512,512,911.392
116477,512,512,512,937.191
96336,512,512,512,913.091
100708,512,512,512,919.062
513866,2048,512,512,1017.64
431100,512,2048,512,1015.6
94610,512,512,512,914.62
138919,512,512,512,958.097
97046,512,512,512,925.506
129913,512,512,512,953.359
91737,512,512,512,905.536
128003,512,512,512,947.771
97528,512,512,512,912.684
111611,512,512,512,933.769
530735,2048,512,512,1003.06
446252,512,2048,512,1017.88
96734,512,512,512,911.22
139126,512,512,512,958.601
97673,512,512,512,913.977
132027,512,512,512,953.033
99926,512,512,512,922.053
146522,512,512,512,964.379
105672,512,512,512,936.041
131348,512,512,512,952.87
560299,2048,512,512,1006.16
483219,512,2048,512,1014.6
99871,512,512,512,915.088
139835,512,512,512,957.971
100632,512,512,512,913.36
135476,512,512,512,951.195
100073,512,512,512,919.472
158983,512,512,512,971.835
110849,512,512,512,931.264
140232,512,512,512,957.013
584554,2048,512,512,1008.83
515851,512,2048,512,1006.65
72786,512,512,512,872.342
111169,512,512,512,925.649
75465,512,512,512,880.719
108697,512,512,512,932.459
418763,2048,512,512,977.679
331624,512,2048,512,996.364
104724,512,512,512,913.869
104369,512,512,512,924.353
100685,512,512,512,910.072
114837,512,512,512,932.499
384080,2048,512,512,972.571
294467,512,2048,512,997.417
52376,512,512,512,812.318
108226,512,512,512,929.662
49216,512,512,512,804.697
88225,512,512,512,888.067
390912,2048,512,512,959.11
292071,512,2048,512,993.255
68275,512,512,512,851.346
97898,512,512,512,915.429
65237,512,512,512,846.845
82951,512,512,512,880.108
395711,2048,512,512,974.584
291221,512,2048,512,992.781
71474,512,512,512,875.857
99155,512,512,512,914.406
69597,512,512,512,861.606
91595,512,512,512,890.587
386282,2048,512,512,970.974
286061,512,2048,512,992.489
74946,512,512,512,864.937
93347,512,512,512,908.558
73526,512,512,512,860.006
87577,512,512,512,892.405
372892,2048,512,512,967.62
268393,512,2048,512,957.309
83966,512,512,512,898.603
91238,512,512,512,907.976
82765,512,512,512,894.89
85516,512,512,512,889.46
6970877,33288,512,512,1164.22
48820,512,512,512,1031.72
61079,512,512,512,1101.95
59699,512,512,512,1069.86
49720,512,512,512,1039.81
457008,2048,512,512,1345.12
380232,512,2048,512,1379.28
100329,512,512,512,1234.57
112503,512,512,512,1285.58
94479,512,512,512,1230.33
114846,512,512,512,1274.34
82527,512,512,512,1183.51
86541,512,512,512,1222.35
84021,512,512,512,1187.83
74658,512,512,512,1172.22
371268,2048,512,512,968.109
296938,512,2048,512,989.576
59207,512,512,512,826.747
110975,512,512,512,928.219
55989,512,512,512,819.11
99131,512,512,512,920.351
59373,512,512,512,835.35
88269,512,512,512,902.235
64712,512,512,512,850.791
69763,512,512,512,869.758
383955,2048,512,512,973.604
302682,512,2048,512,998.827
75307,512,512,512,879.668
120987,512,512,512,941.407
74395,512,512,512,874.673
110489,512,512,512,929.563
69106,512,512,512,865.743
107546,512,512,512,928.79
74384,512,512,512,878.562
86780,512,512,512,904.535
406737,2048,512,512,979.216
316678,512,2048,512,997.208
75207,512,512,512,881.331
115311,512,512,512,935.292
77122,512,512,512,886.651
